LECROYWS3024,14476,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,22-Oct-2015 03:32:18,0                 
Time,Ampl
-0.00100001,12.2167
-0.00099999003,12.2167
-0.00099997003,12.2167
-0.00099995003,12.2167
-0.00099993003,12.2167
-0.00099991003,12.2167
-0.00099989003,12.2167
-0.00099987003,12.2167
-0.00099985003,12.2167
-0.00099983003,12.2167
-0.00099981003,12.2167
-0.00099979003,12.2167
-0.00099977003,12.2167
-0.00099975003,12.2167
-0.00099973003,12.2167
-0.00099971003,12.2167
-0.00099969003,12.2167
-0.00099967003,12.2167
-0.00099965003,12.2167
-0.00099963003,12.2167
-0.00099961003,12.2167
-0.00099959003,12.2167
-0.00099957003,12.2167
-0.00099955003,12.2167
-0.00099953003,12.2167
-0.00099951003,12.2167
-0.00099949003,12.2167
-0.00099947003,12.2167
-0.00099945003,12.2167
-0.00099943003,12.2167
-0.00099941003,12.2167
-0.00099939003,12.2167
-0.00099937003,12.2167
-0.00099935003,12.05
-0.00099933003,12.2167
-0.00099931003,12.2167
-0.00099929003,12.2167
-0.00099927003,12.2167
-0.00099925003,12.2167
-0.00099923003,12.2167
-0.00099921003,12.2167
-0.00099919003,12.2167
-0.00099917003,12.2167
-0.00099915003,12.2167
-0.00099913003,12.2167
-0.00099911003,12.2167
-0.00099909003,12.2167
-0.00099907003,12.2167
-0.00099905003,12.2167
-0.00099903003,12.2167
-0.00099901003,12.2167
-0.00099899003,12.2167
-0.00099897003,12.2167
-0.00099895003,12.2167
-0.00099893003,12.2167
-0.00099891003,12.2167
-0.00099889003,12.2167
-0.00099887003,12.2167
-0.00099885003,12.2167
-0.00099883003,12.2167
-0.00099881003,12.2167
-0.00099879003,12.2167
-0.00099877003,12.2167
-0.00099875003,12.2167
-0.00099873003,12.2167
-0.00099871003,12.2167
-0.00099869003,12.2167
-0.00099867003,12.2167
-0.00099865003,12.2167
-0.00099863003,12.2167
-0.00099861003,12.2167
-0.00099859003,12.2167
-0.00099857003,12.2167
-0.00099855003,12.2167
-0.00099853003,12.2167
-0.00099851003,12.2167
-0.00099849003,12.2167
-0.00099847003,12.2167
-0.00099845003,12.2167
-0.00099843003,12.2167
-0.00099841003,12.2167
-0.00099839003,12.2167
-0.00099837003,12.2167
-0.00099835003,12.2167
-0.00099833003,12.2167
-0.00099831003,12.2167
-0.00099829003,12.2167
-0.00099827003,12.2167
-0.00099825003,12.2167
-0.00099823003,12.2167
-0.00099821003,12.2167
-0.00099819003,12.2167
-0.00099817003,12.2167
-0.00099815003,12.2167
-0.00099813003,12.2167
-0.00099811003,12.2167
-0.00099809003,12.2167
-0.00099807003,12.2167
-0.00099805003,12.2167
-0.00099803003,12.2167
-0.00099801003,12.2167
-0.00099799003,12.2167
-0.00099797003,12.2167
-0.00099795003,12.2167
-0.00099793003,12.2167
-0.00099791003,12.2167
-0.00099789003,12.2167
-0.00099787003,12.2167
-0.00099785003,12.2167
-0.00099783003,12.2167
-0.00099781003,12.2167
-0.00099779003,12.2167
-0.00099777003,12.2167
-0.00099775003,12.2167
-0.00099773003,12.2167
-0.00099771003,12.2167
-0.00099769003,12.2167
-0.00099767003,12.2167
-0.00099765003,12.2167
-0.00099763003,12.2167
