LECROYWS3024,14476,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,22-Oct-2015 04:23:00,0                 
Time,Ampl
-0.001000008,6.21667
-0.00099998803,6.21667
-0.00099996803,6.21667
-0.00099994803,6.21667
-0.00099992803,6.21667
-0.00099990803,6.21667
-0.00099988803,6.21667
-0.00099986803,6.21667
-0.00099984803,6.21667
-0.00099982803,6.21667
-0.00099980803,6.21667
-0.00099978803,6.21667
-0.00099976803,6.21667
-0.00099974803,6.21667
-0.00099972803,6.21667
-0.00099970803,6.21667
-0.00099968803,6.21667
-0.00099966803,6.21667
-0.00099964803,6.21667
-0.00099962803,6.21667
-0.00099960803,6.21667
-0.00099958803,6.21667
-0.00099956803,6.21667
-0.00099954803,6.21667
-0.00099952803,6.21667
-0.00099950803,6.21667
-0.00099948803,6.21667
-0.00099946803,6.21667
-0.00099944803,6.21667
-0.00099942803,6.21667
-0.00099940803,6.21667
-0.00099938803,6.21667
-0.00099936803,6.21667
-0.00099934803,6.21667
-0.00099932803,6.21667
-0.00099930803,6.21667
-0.00099928803,6.21667
-0.00099926803,6.21667
-0.00099924803,6.21667
-0.00099922803,6.21667
-0.00099920803,6.05
-0.00099918803,6.21667
-0.00099916803,6.21667
-0.00099914803,6.21667
-0.00099912803,6.21667
-0.00099910803,6.21667
-0.00099908803,6.21667
-0.00099906803,6.21667
-0.00099904803,6.21667
-0.00099902803,6.21667
-0.00099900803,6.21667
-0.00099898803,6.21667
-0.00099896803,6.21667
-0.00099894803,6.21667
-0.00099892803,6.21667
-0.00099890803,6.21667
-0.00099888803,6.21667
-0.00099886803,6.21667
-0.00099884803,6.21667
-0.00099882803,6.21667
-0.00099880803,6.21667
-0.00099878803,6.21667
-0.00099876803,6.21667
-0.00099874803,6.21667
-0.00099872803,6.21667
-0.00099870803,6.21667
-0.00099868803,6.21667
-0.00099866803,6.21667
-0.00099864803,6.21667
-0.00099862803,6.21667
-0.00099860803,6.21667
-0.00099858803,6.21667
-0.00099856803,6.21667
-0.00099854803,6.21667
-0.00099852803,6.21667
-0.00099850803,6.21667
-0.00099848803,6.21667
-0.00099846803,6.21667
-0.00099844803,6.21667
-0.00099842803,6.21667
-0.00099840803,6.21667
-0.00099838803,6.21667
-0.00099836803,6.21667
-0.00099834803,6.21667
-0.00099832803,6.21667
-0.00099830803,6.21667
-0.00099828803,6.21667
-0.00099826803,6.21667
-0.00099824803,6.21667
-0.00099822803,6.21667
-0.00099820803,6.21667
-0.00099818803,6.21667
-0.00099816803,6.21667
-0.00099814803,6.21667
-0.00099812803,6.21667
-0.00099810803,6.21667
-0.00099808803,6.21667
-0.00099806803,6.21667
-0.00099804803,6.21667
-0.00099802803,6.21667
-0.00099800803,6.21667
-0.00099798803,6.21667
-0.00099796803,6.21667
-0.00099794803,6.21667
-0.00099792803,6.21667
-0.00099790803,6.21667
-0.00099788803,6.21667
-0.00099786803,6.21667
-0.00099784803,6.21667
-0.00099782803,6.21667
-0.00099780803,6.21667
-0.00099778803,6.21667
-0.00099776803,6.21667
-0.00099774803,6.21667
-0.00099772803,6.21667
-0.00099770803,6.21667
-0.00099768803,6.21667
-0.00099766803,6.21667
-0.00099764803,6.21667
-0.00099762803,6.21667
-0.00099760803,6.21667
-0.00099758803,6.21667
-0.00099756803,6.21667
-0.00099754803,6.21667
-0.00099752803,6.21667
-0.00099750803,6.21667
-0.00099748803,6.21667
-0.00099746803,6.21667
-0.00099744803,6.21667
-0.00099742803,6.21667
-0.00099740803,6.21667
-0.00099738803,6.21667
-0.00099736803,6.21667
-0.00099734803,6.21667
-0.00099732803,6.21667
-0.00099730803,6.21667
-0.00099728803,6.21667
-0.00099726803,6.21667
-0.00099724803,6.21667
-0.00099722803,6.21667
-0.00099720803,6.21667
-0.00099718803,6.21667
