LECROYWS3024,14476,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,22-Oct-2015 04:24:53,0                 
Time,Ampl
-0.001000006,6.21667
-0.00099998603,6.21667
-0.00099996603,6.21667
-0.00099994603,6.21667
-0.00099992603,6.21667
-0.00099990603,6.21667
-0.00099988603,6.21667
-0.00099986603,6.21667
-0.00099984603,6.21667
-0.00099982603,6.21667
-0.00099980603,6.21667
-0.00099978603,6.21667
-0.00099976603,6.21667
-0.00099974603,6.21667
-0.00099972603,6.21667
-0.00099970603,6.21667
-0.00099968603,6.21667
-0.00099966603,6.21667
-0.00099964603,6.21667
-0.00099962603,6.21667
-0.00099960603,6.21667
-0.00099958603,6.21667
-0.00099956603,6.21667
-0.00099954603,6.21667
-0.00099952603,6.21667
-0.00099950603,6.21667
-0.00099948603,6.21667
-0.00099946603,6.21667
-0.00099944603,6.21667
-0.00099942603,6.21667
-0.00099940603,6.21667
-0.00099938603,6.21667
-0.00099936603,6.21667
-0.00099934603,6.21667
-0.00099932603,6.21667
-0.00099930603,6.21667
-0.00099928603,6.21667
-0.00099926603,6.21667
-0.00099924603,6.21667
-0.00099922603,6.21667
-0.00099920603,6.21667
-0.00099918603,6.21667
-0.00099916603,6.21667
-0.00099914603,6.21667
-0.00099912603,6.21667
-0.00099910603,6.21667
-0.00099908603,6.21667
-0.00099906603,6.21667
-0.00099904603,6.21667
-0.00099902603,6.21667
-0.00099900603,6.21667
-0.00099898603,6.21667
-0.00099896603,6.21667
-0.00099894603,6.21667
-0.00099892603,6.21667
-0.00099890603,6.21667
-0.00099888603,6.21667
-0.00099886603,6.21667
-0.00099884603,6.21667
-0.00099882603,6.21667
-0.00099880603,6.21667
-0.00099878603,6.21667
-0.00099876603,6.21667
-0.00099874603,6.21667
-0.00099872603,6.21667
-0.00099870603,6.21667
-0.00099868603,6.21667
-0.00099866603,6.21667
-0.00099864603,6.21667
-0.00099862603,6.21667
-0.00099860603,6.21667
-0.00099858603,6.21667
-0.00099856603,6.21667
-0.00099854603,6.21667
-0.00099852603,6.21667
-0.00099850603,6.21667
-0.00099848603,6.21667
-0.00099846603,6.21667
-0.00099844603,6.21667
-0.00099842603,6.21667
-0.00099840603,6.21667
