-0.001000017,5.05
-0.00099999703,5.05
-0.00099997703,5.21667
-0.00099995703,5.21667
-0.00099993703,5.05
-0.00099991703,5.05
-0.00099989703,5.21667
-0.00099987703,5.05
-0.00099985703,5.21667
-0.00099983703,5.05
-0.00099981703,5.21667
-0.00099979703,5.21667
-0.00099977703,5.21667
-0.00099975703,5.21667
-0.00099973703,5.05
-0.00099971703,5.05
-0.00099969703,5.21667
-0.00099967703,5.05
-0.00099965703,5.21667
-0.00099963703,5.05
-0.00099961703,5.05
-0.00099959703,5.05
-0.00099957703,5.21667
-0.00099955703,5.21667
-0.00099953703,5.05
-0.00099951703,5.05
-0.00099949703,5.05
-0.00099947703,5.21667
-0.00099945703,5.21667
-0.00099943703,5.21667
-0.00099941703,5.05
-0.00099939703,5.05
-0.00099937703,5.05
-0.00099935703,5.21667
-0.00099933703,5.21667
-0.00099931703,5.05
-0.00099929703,5.21667
-0.00099927703,5.05
-0.00099925703,5.05
-0.00099923703,5.05
-0.00099921703,5.21667
-0.00099919703,5.05
-0.00099917703,5.21667
-0.00099915703,5.21667
-0.00099913703,5.05
-0.00099911703,5.05
-0.00099909703,5.05
-0.00099907703,5.21667
-0.00099905703,5.05
-0.00099903703,5.05
-0.00099901703,5.05
-0.00099899703,5.05
-0.00099897703,5.05
-0.00099895703,5.05
-0.00099893703,5.21667
-0.00099891703,5.05
-0.00099889703,5.21667
-0.00099887703,5.05
-0.00099885703,5.21667
-0.00099883703,5.21667
-0.00099881703,5.05
-0.00099879703,5.05
-0.00099877703,5.21667
-0.00099875703,5.21667
-0.00099873703,5.05
-0.00099871703,5.05
-0.00099869703,5.05
-0.00099867703,5.05
-0.00099865703,5.05
-0.00099863703,5.05
-0.00099861703,5.21667
-0.00099859703,5.21667
-0.00099857703,5.21667
-0.00099855703,5.21667
-0.00099853703,5.05
-0.00099851703,5.21667
-0.00099849703,5.05
-0.00099847703,5.05
-0.00099845703,5.05
-0.00099843703,5.21667
-0.00099841703,5.05
-0.00099839703,5.21667
-0.00099837703,5.21667
-0.00099835703,5.05
-0.00099833703,5.05
-0.00099831703,5.05
-0.00099829703,5.05
-0.00099827703,5.05
-0.00099825703,5.05
-0.00099823703,5.05
-0.00099821703,5.21667
-0.00099819703,5.05
-0.00099817703,5.21667
-0.00099815703,5.05
-0.00099813703,5.05
-0.00099811703,5.21667
-0.00099809703,5.21667
-0.00099807703,5.05
-0.00099805703,5.05
-0.00099803703,5.05
-0.00099801703,5.05
-0.00099799703,5.05
-0.00099797703,5.21667
-0.00099795703,5.05
-0.00099793703,5.05
-0.00099791703,5.05
-0.00099789703,5.05
-0.00099787703,5.05
-0.00099785703,5.21667
-0.00099783703,5.21667
-0.00099781703,5.05
-0.00099779703,5.05
-0.00099777703,5.05
-0.00099775703,5.05
-0.00099773703,5.21667
-0.00099771703,5.05
-0.00099769703,5.05
-0.00099767703,5.05
-0.00099765703,5.05
-0.00099763703,5.05
-0.00099761703,5.05
-0.00099759703,5.05
-0.00099757703,5.21667
-0.00099755703,5.05
-0.00099753703,5.05
-0.00099751703,5.05
-0.00099749703,5.05
-0.00099747703,5.05
-0.00099745703,5.05
-0.00099743703,5.05
-0.00099741703,5.21667
-0.00099739703,5.21667
-0.00099737703,5.05
-0.00099735703,5.05
-0.00099733703,5.05
-0.00099731703,5.05
-0.00099729703,5.21667
-0.00099727703,5.05
-0.00099725703,5.05
-0.00099723703,5.05
-0.00099721703,5.21667
-0.00099719703,5.21667
-0.00099717703,5.05
-0.00099715703,5.05
-0.00099713703,5.21667
