LECROYWS3024,14476,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,22-Oct-2015 04:19:41,0                 
Time,Ampl
-0.001000018,6.21667
-0.00099999803,6.21667
-0.00099997803,6.21667
-0.00099995803,6.05
-0.00099993803,6.21667
-0.00099991803,6.21667
-0.00099989803,6.21667
-0.00099987803,6.21667
-0.00099985803,6.21667
-0.00099983803,6.21667
-0.00099981803,6.21667
-0.00099979803,6.21667
-0.00099977803,6.21667
-0.00099975803,6.21667
-0.00099973803,6.21667
-0.00099971803,6.21667
-0.00099969803,6.21667
-0.00099967803,6.21667
-0.00099965803,6.05
-0.00099963803,6.21667
-0.00099961803,6.21667
-0.00099959803,6.21667
-0.00099957803,6.21667
-0.00099955803,6.21667
-0.00099953803,6.21667
-0.00099951803,6.21667
-0.00099949803,6.21667
-0.00099947803,6.21667
-0.00099945803,6.05
-0.00099943803,6.21667
-0.00099941803,6.21667
-0.00099939803,6.21667
-0.00099937803,6.21667
-0.00099935803,6.21667
-0.00099933803,6.05
-0.00099931803,6.21667
-0.00099929803,6.05
-0.00099927803,6.21667
-0.00099925803,6.21667
-0.00099923803,6.21667
-0.00099921803,6.21667
-0.00099919803,6.21667
-0.00099917803,6.21667
-0.00099915803,6.21667
-0.00099913803,6.21667
-0.00099911803,6.21667
-0.00099909803,6.21667
-0.00099907803,6.21667
-0.00099905803,6.21667
-0.00099903803,6.21667
-0.00099901803,6.21667
-0.00099899803,6.21667
-0.00099897803,6.21667
-0.00099895803,6.21667
-0.00099893803,6.21667
-0.00099891803,6.21667
-0.00099889803,6.21667
-0.00099887803,6.05
-0.00099885803,6.21667
-0.00099883803,6.21667
-0.00099881803,6.21667
-0.00099879803,6.05
-0.00099877803,6.21667
-0.00099875803,6.21667
-0.00099873803,6.05
-0.00099871803,6.21667
-0.00099869803,6.21667
-0.00099867803,6.21667
-0.00099865803,6.21667
-0.00099863803,6.21667
-0.00099861803,6.21667
-0.00099859803,6.21667
-0.00099857803,6.21667
-0.00099855803,6.21667
-0.00099853803,6.05
-0.00099851803,6.21667
-0.00099849803,6.21667
-0.00099847803,6.21667
-0.00099845803,6.05
-0.00099843803,6.21667
-0.00099841803,6.21667
-0.00099839803,6.05
-0.00099837803,6.21667
-0.00099835803,6.21667
-0.00099833803,6.21667
-0.00099831803,6.05
-0.00099829803,6.21667
-0.00099827803,6.21667
-0.00099825803,6.21667
-0.00099823803,6.21667
-0.00099821803,6.05
-0.00099819803,6.05
-0.00099817803,6.21667
-0.00099815803,6.21667
-0.00099813803,6.21667
-0.00099811803,6.21667
-0.00099809803,6.05
-0.00099807803,6.05
-0.00099805803,6.21667
-0.00099803803,6.05
-0.00099801803,6.21667
-0.00099799803,6.21667
-0.00099797803,6.21667
-0.00099795803,6.21667
-0.00099793803,6.21667
